Name;URL;Codename;Cores;Clock;Socket;Process;L3 Cache;TDP;Released;Vendor
Athlon 64 X2 4800+;/cpu-specs/athlon-64-x2-4800.c427;Brisbane;2 ;2.5 GHz;Socket AM2;65 nm;N/A;65 W;Dec 5th, 2006;AMD
Athlon 64 X2 4800+ EE;/cpu-specs/athlon-64-x2-4800-ee.c354;Windsor;2 ;2.4 GHz;Socket AM2;90 nm;N/A;65 W;May 23rd, 2006;AMD
Athlon 64 X2 5000+;/cpu-specs/athlon-64-x2-5000.c347;Windsor;2 ;2.6 GHz;Socket AM2;90 nm;N/A;89 W;May 23rd, 2006;AMD
Athlon 64 X2 5000+;/cpu-specs/athlon-64-x2-5000.c426;Brisbane;2 ;2.6 GHz;Socket AM2;65 nm;N/A;65 W;Dec 5th, 2006;AMD
Athlon 64 X2 5000+ EE;/cpu-specs/athlon-64-x2-5000-ee.c587;Windsor;2 ;2.6 GHz;Socket AM2;90 nm;N/A;65 W;Sep 6th, 2006;AMD
Athlon 64 X2 5200+;/cpu-specs/athlon-64-x2-5200.c462;Windsor;2 ;2.6 GHz;Socket AM2;90 nm;N/A;89 W;Sep 6th, 2006;AMD
Athlon 64 X2 5200+ EE;/cpu-specs/athlon-64-x2-5200-ee.c401;Windsor;2 ;2.6 GHz;Socket AM2;90 nm;N/A;65 W;Sep 6th, 2006;AMD
Athlon 64 X2 5400+;/cpu-specs/athlon-64-x2-5400.c423;Windsor;2 ;2.8 GHz;Socket AM2;90 nm;N/A;89 W;Dec 12th, 2006;AMD
Athlon 64 X2 5600+;/cpu-specs/athlon-64-x2-5600.c424;Windsor;2 ;2.8 GHz;Socket AM2;90 nm;N/A;89 W;Dec 12th, 2006;AMD
Turion 64 ML-44;/cpu-specs/turion-64-ml-44.c1164;Lancaster;1 ;2.4 GHz;Socket 754;90 nm;N/A;35 W;Jan 4th, 2006;AMD
Turion X2 RM-70;/cpu-specs/turion-x2-rm-70.c625;Griffin;2 ;2000 MHz;Socket S1;65 nm;N/A;31 W;Jun 1st, 2006;AMD
Opteron 1210 EE;/cpu-specs/opteron-1210-ee.c3354;Santa Ana;2 ;1800 MHz;Socket F;90 nm;N/A;45 W;Aug 15th, 2006;AMD
Opteron 2210 (F2);/cpu-specs/opteron-2210-f2.c3328;Santa Rosa;2 ;1800 MHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2210 (F3);/cpu-specs/opteron-2210-f3.c3329;Santa Rosa;2 ;1800 MHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2210 EE;/cpu-specs/opteron-2210-ee.c3330;Santa Rosa;2 ;1800 MHz;Socket F;90 nm;N/A;45 W;Aug 15th, 2006;AMD
Opteron 2210 HE (F2);/cpu-specs/opteron-2210-he-f2.c3331;Santa Rosa;2 ;1800 MHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 2210 HE (F3);/cpu-specs/opteron-2210-he-f3.c3332;Santa Rosa;2 ;1800 MHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 2212 (F2);/cpu-specs/opteron-2212-f2.c3333;Santa Rosa;2 ;2000 MHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2212 (F3);/cpu-specs/opteron-2212-f3.c3334;Santa Rosa;2 ;2000 MHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2212 HE (F2);/cpu-specs/opteron-2212-he-f2.c3335;Santa Rosa;2 ;2000 MHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 2212 HE (F3);/cpu-specs/opteron-2212-he-f3.c3336;Santa Rosa;2 ;2000 MHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 2214 (F2);/cpu-specs/opteron-2214-f2.c3337;Santa Rosa;2 ;2.2 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2214 (F3);/cpu-specs/opteron-2214-f3.c3338;Santa Rosa;2 ;2.2 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2214 HE (F2);/cpu-specs/opteron-2214-he-f2.c3339;Santa Rosa;2 ;2.2 GHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 2214 HE (F3);/cpu-specs/opteron-2214-he-f3.c3340;Santa Rosa;2 ;2.2 GHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 2216 (F2);/cpu-specs/opteron-2216-f2.c3341;Santa Rosa;2 ;2.4 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2216 (F3);/cpu-specs/opteron-2216-f3.c3342;Santa Rosa;2 ;2.4 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2216 HE (F2);/cpu-specs/opteron-2216-he-f2.c3343;Santa Rosa;2 ;2.4 GHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 2216 HE (F3);/cpu-specs/opteron-2216-he-f3.c3344;Santa Rosa;2 ;2.4 GHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 2218 (F2);/cpu-specs/opteron-2218-f2.c3346;Santa Rosa;2 ;2.6 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2218 (F3);/cpu-specs/opteron-2218-f3.c3347;Santa Rosa;2 ;2.6 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 2220 SE (F2);/cpu-specs/opteron-2220-se-f2.c3349;Santa Rosa;2 ;2.8 GHz;Socket F;90 nm;N/A;119 W;Aug 15th, 2006;AMD
Opteron 2220 SE (F3);/cpu-specs/opteron-2220-se-f3.c3350;Santa Rosa;2 ;2.8 GHz;Socket F;90 nm;N/A;119 W;Aug 15th, 2006;AMD
Opteron 8210 EE;/cpu-specs/opteron-8210-ee.c3395;Santa Rosa;2 ;1800 MHz;Socket F;90 nm;N/A;45 W;Aug 15th, 2006;AMD
Opteron 8212 (F2);/cpu-specs/opteron-8212-f2.c3374;Santa Rosa;2 ;2000 MHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 8212 (F3);/cpu-specs/opteron-8212-f3.c3375;Santa Rosa;2 ;2000 MHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 8212 HE (F2);/cpu-specs/opteron-8212-he-f2.c3388;Santa Rosa;2 ;2000 MHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 8212 HE (F3);/cpu-specs/opteron-8212-he-f3.c3389;Santa Rosa;2 ;2000 MHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 8214 (F2);/cpu-specs/opteron-8214-f2.c3376;Santa Rosa;2 ;2.2 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 8214 (F3);/cpu-specs/opteron-8214-f3.c3377;Santa Rosa;2 ;2.2 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 8214 HE (F2);/cpu-specs/opteron-8214-he-f2.c3390;Santa Rosa;2 ;2.2 GHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 8214 HE (F3);/cpu-specs/opteron-8214-he-f3.c3391;Santa Rosa;2 ;2.2 GHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 8216 (F2);/cpu-specs/opteron-8216-f2.c3378;Santa Rosa;2 ;2.4 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 8216 (F3);/cpu-specs/opteron-8216-f3.c3379;Santa Rosa;2 ;2.4 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 8216 HE (F2);/cpu-specs/opteron-8216-he-f2.c3392;Santa Rosa;2 ;2.4 GHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 8216 HE (F3);/cpu-specs/opteron-8216-he-f3.c3393;Santa Rosa;2 ;2.4 GHz;Socket F;90 nm;N/A;68 W;Aug 15th, 2006;AMD
Opteron 8218 (F2);/cpu-specs/opteron-8218-f2.c3380;Santa Rosa;2 ;2.6 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 8218 (F3);/cpu-specs/opteron-8218-f3.c3381;Santa Rosa;2 ;2.6 GHz;Socket F;90 nm;N/A;95 W;Aug 15th, 2006;AMD
Opteron 8220 SE (F2);/cpu-specs/opteron-8220-se-f2.c3384;Santa Rosa;2 ;2.8 GHz;Socket F;90 nm;N/A;120 W;Aug 15th, 2006;AMD
Opteron 8220 SE (F3);/cpu-specs/opteron-8220-se-f3.c3385;Santa Rosa;2 ;2.8 GHz;Socket F;90 nm;N/A;120 W;Aug 15th, 2006;AMD
Opteron 856;/cpu-specs/opteron-856.c1161;Athens;1 ;3 GHz;Socket 940;90 nm;N/A;92 W;Apr 1st, 2006;AMD
Opteron X2 185;/cpu-specs/opteron-x2-185.c461;Denmark;2 ;2.6 GHz;Socket 939;90 nm;N/A;110 W;Mar 6th, 2006;AMD
Opteron X2 275 HE;/cpu-specs/opteron-x2-275-he.c1196;Italy;2 ;2.2 GHz;Socket 940;90 nm;N/A;55 W;Feb 1st, 2006;AMD
Opteron X2 285;/cpu-specs/opteron-x2-285.c1197;Italy;2 ;2.6 GHz;Socket 940;90 nm;N/A;95 W;Mar 6th, 2006;AMD
Opteron X2 290;/cpu-specs/opteron-x2-290.c1198;Italy;2 ;2.8 GHz;Socket 940;90 nm;N/A;95 W;Jan 1st, 2006;AMD
Opteron X2 875 HE;/cpu-specs/opteron-x2-875-he.c1201;Egypt;2 ;2.2 GHz;Socket 940;90 nm;N/A;55 W;Feb 1st, 2006;AMD
Opteron X2 885;/cpu-specs/opteron-x2-885.c1199;Egypt;2 ;2.6 GHz;Socket 940;90 nm;N/A;95 W;Mar 6th, 2006;AMD
Opteron X2 890;/cpu-specs/opteron-x2-890.c1200;Egypt;2 ;2.8 GHz;Socket 940;90 nm;N/A;95 W;Mar 6th, 2006;AMD
Celeron D 352;/cpu-specs/celeron-d-352.c1095;Cedar Mill;1 ;3.2 GHz;Socket 775;65 nm;N/A;84 W;May 28th, 2006;Intel
Core 2 Duo E4300;/cpu-specs/core-2-duo-e4300.c374;Allendale;2 ;1800 MHz;Socket 775;65 nm;N/A;65 W;Jul 27th, 2006;Intel
Core 2 Duo E6300;/cpu-specs/core-2-duo-e6300.c373;Conroe;2 ;1866 MHz;Socket 775;65 nm;N/A;65 W;Jul 27th, 2006;Intel
Core 2 Duo E6400;/cpu-specs/core-2-duo-e6400.c372;Conroe;2 ;2.133 GHz;Socket 775;65 nm;N/A;65 W;Jul 27th, 2006;Intel
Core 2 Duo E6600;/cpu-specs/core-2-duo-e6600.c371;Conroe;2 ;2.4 GHz;Socket 775;65 nm;N/A;65 W;Jul 27th, 2006;Intel
Core 2 Duo E6700;/cpu-specs/core-2-duo-e6700.c370;Conroe;2 ;2.667 GHz;Socket 775;65 nm;N/A;65 W;Jul 27th, 2006;Intel
Core 2 Duo T5200;/cpu-specs/core-2-duo-t5200.c458;Merom;2 ;1600 MHz;Socket 479;65 nm;N/A;35 W;Jul 27th, 2006;Intel
Core 2 Duo T5500;/cpu-specs/core-2-duo-t5500.c379;Merom;2 ;1667 MHz;Socket M;65 nm;N/A;35 W;Jul 27th, 2006;Intel
Core 2 Duo T5600;/cpu-specs/core-2-duo-t5600.c378;Merom;2 ;1833 MHz;Socket 479;65 nm;N/A;35 W;Jul 27th, 2006;Intel
Core 2 Duo T7200;/cpu-specs/core-2-duo-t7200.c376;Merom;2 ;2000 MHz;Socket 479;65 nm;N/A;35 W;Jul 27th, 2006;Intel
Core 2 Duo T7300;/cpu-specs/core-2-duo-t7300.c1507;Merom;2 ;2000 MHz;Socket 479;65 nm;N/A;35 W;Jul 27th, 2006;Intel
Core 2 Duo T7400;/cpu-specs/core-2-duo-t7400.c377;Merom;2 ;2.166 GHz;Socket 479;65 nm;N/A;35 W;Jul 27th, 2006;Intel
Core 2 Duo T7600;/cpu-specs/core-2-duo-t7600.c375;Merom;2 ;2.333 GHz;Socket 479;65 nm;N/A;35 W;Jul 27th, 2006;Intel
Core 2 Duo T7600G;/cpu-specs/core-2-duo-t7600g.c1534;Merom;2 ;2.333 GHz;Socket M;65 nm;N/A;35 W;Dec 27th, 2006;Intel
Core 2 Extreme QX6700;/cpu-specs/core-2-extreme-qx6700.c402;Kentsfield;4 ;2.666 GHz;Socket 775;65 nm;N/A;130 W;Nov 1st, 2006;Intel
Core 2 Extreme X6800;/cpu-specs/core-2-extreme-x6800.c369;Conroe XE;2 ;2.933 GHz;Socket 775;65 nm;N/A;75 W;Jul 27th, 2006;Intel
Core Duo LV L2300;/cpu-specs/core-duo-lv-l2300.c417;Yonah;2 ;1500 MHz;Socket 479;65 nm;N/A;15 W;Jan 5th, 2006;Intel
Core Duo LV L2400;/cpu-specs/core-duo-lv-l2400.c418;Yonah;2 ;1666 MHz;Socket 479;65 nm;N/A;15 W;Jan 5th, 2006;Intel
Core Duo LV L2500;/cpu-specs/core-duo-lv-l2500.c419;Yonah;2 ;1833 MHz;Socket 479;65 nm;N/A;15 W;Sep 3rd, 2006;Intel
Core Duo T2250;/cpu-specs/core-duo-t2250.c410;Yonah;2 ;1733 MHz;Socket 479;65 nm;N/A;31 W;May 1st, 2006;Intel
Core Duo T2300;/cpu-specs/core-duo-t2300.c339;Yonah;2 ;1660 MHz;Socket 479;65 nm;N/A;31 W;Jan 5th, 2006;Intel
Core Duo T2400;/cpu-specs/core-duo-t2400.c340;Yonah;2 ;1826 MHz;Socket 479;65 nm;N/A;31 W;Jan 5th, 2006;Intel
Core Duo T2500;/cpu-specs/core-duo-t2500.c342;Yonah;2 ;1992 MHz;Socket 479;65 nm;N/A;31 W;Jan 5th, 2006;Intel
Core Duo T2600;/cpu-specs/core-duo-t2600.c341;Yonah;2 ;2.166 GHz;Socket 479;65 nm;N/A;31 W;Jan 5th, 2006;Intel
Core Duo T2700;/cpu-specs/core-duo-t2700.c416;Yonah;2 ;2.333 GHz;Socket 479;65 nm;N/A;31 W;Jun 28th, 2006;Intel
Core Duo ULV L2400;/cpu-specs/core-duo-ulv-l2400.c420;Yonah;2 ;1066 MHz;Socket 479;65 nm;N/A;9 W;Sep 3rd, 2006;Intel
Core Duo ULV L2500;/cpu-specs/core-duo-ulv-l2500.c421;Yonah;2 ;1200 MHz;Socket 479;65 nm;N/A;9 W;Jun 28th, 2006;Intel
Core Solo T1200;/cpu-specs/core-solo-t1200.c411;Yonah;1 ;1500 MHz;Socket 479;65 nm;N/A;27 W;Jan 5th, 2006;Intel
Core Solo T1300;/cpu-specs/core-solo-t1300.c338;Yonah;1 ;1660 MHz;Socket 479;65 nm;N/A;27 W;Jan 5th, 2006;Intel
Core Solo T1350;/cpu-specs/core-solo-t1350.c412;Yonah;1 ;1866 MHz;Socket 479;65 nm;N/A;27 W;Jan 5th, 2006;Intel
Core Solo T1400;/cpu-specs/core-solo-t1400.c413;Yonah;1 ;1833 MHz;Socket 479;65 nm;N/A;27 W;Jan 5th, 2006;Intel
Core Solo ULV U1300;/cpu-specs/core-solo-ulv-u1300.c414;Yonah;1 ;1066 MHz;Socket 479;65 nm;N/A;5 W;Apr 19th, 2006;Intel
Core Solo ULV U1400;/cpu-specs/core-solo-ulv-u1400.c415;Yonah;1 ;1200 MHz;Socket 479;65 nm;N/A;5 W;Apr 19th, 2006;Intel
Core Solo ULV U1500;/cpu-specs/core-solo-ulv-u1500.c1934;Yonah;1 ;1333 MHz;Socket 479;65 nm;N/A;5 W;Apr 19th, 2006;Intel
Pentium 4 HT 524;/cpu-specs/pentium-4-ht-524.c456;Prescott;1  / 2;3.06 GHz;Socket 775;90 nm;N/A;84 W;Jul 2006;Intel
Pentium 4 HT 631;/cpu-specs/pentium-4-ht-631.c333;Cedar Mill;1  / 2;3 GHz;Socket 775;65 nm;N/A;86 W;Jan 5th, 2006;Intel
Pentium 4 HT 641;/cpu-specs/pentium-4-ht-641.c334;Cedar Mill;1  / 2;3.2 GHz;Socket 775;65 nm;N/A;86 W;Jan 5th, 2006;Intel
Pentium 4 HT 651;/cpu-specs/pentium-4-ht-651.c335;Cedar Mill;1  / 2;3.4 GHz;Socket 775;65 nm;N/A;86 W;Jan 5th, 2006;Intel
Pentium 4 HT 661;/cpu-specs/pentium-4-ht-661.c336;Cedar Mill;1  / 2;3.6 GHz;Socket 775;65 nm;N/A;86 W;Jan 5th, 2006;Intel
Pentium D 915;/cpu-specs/pentium-d-915.c1109;Presler;2 ;2.8 GHz;Socket 775;65 nm;N/A;95 W;Jul 23rd, 2006;Intel
Pentium D 920;/cpu-specs/pentium-d-920.c327;Presler;2 ;2.8 GHz;Socket 775;65 nm;N/A;95 W;Jan 16th, 2006;Intel
Pentium D 925;/cpu-specs/pentium-d-925.c1108;Presler;2 ;3 GHz;Socket 775;65 nm;N/A;95 W;Oct 1st, 2006;Intel
Pentium D 930;/cpu-specs/pentium-d-930.c326;Presler;2 ;3 GHz;Socket 775;65 nm;N/A;95 W;Jan 16th, 2006;Intel
Pentium D 940;/cpu-specs/pentium-d-940.c325;Presler;2 ;3.2 GHz;Socket 775;65 nm;N/A;130 W;Jan 5th, 2006;Intel
Pentium D 945;/cpu-specs/pentium-d-945.c1106;Presler;2 ;3.4 GHz;Socket 775;65 nm;N/A;95 W;Jul 23rd, 2006;Intel
Pentium D 950;/cpu-specs/pentium-d-950.c324;Presler;2 ;3.4 GHz;Socket 775;65 nm;N/A;130 W;Jan 16th, 2006;Intel
Pentium D 960;/cpu-specs/pentium-d-960.c1110;Presler;2 ;3.6 GHz;Socket 775;65 nm;N/A;130 W;Apr 23rd, 2006;Intel
Pentium Extreme Edition 965;/cpu-specs/pentium-extreme-edition-965.c337;Presler;2  / 4;3.733 GHz;Socket 775;65 nm;N/A;130 W;Mar 26th, 2006;Intel
Xeon 5020;/cpu-specs/xeon-5020.c2779;Dempsey;2  / 4;2.5 GHz;Socket 771;65 nm;N/A;95 W;May 23rd, 2006;Intel
Xeon 5030;/cpu-specs/xeon-5030.c383;Dempsey;2  / 4;2.667 GHz;Socket 771;65 nm;N/A;95 W;May 23rd, 2006;Intel
Xeon 5040;/cpu-specs/xeon-5040.c384;Dempsey;2  / 4;2.83 GHz;Socket 771;65 nm;N/A;95 W;May 23rd, 2006;Intel
Xeon 5050;/cpu-specs/xeon-5050.c382;Dempsey;2  / 4;3 GHz;Socket 771;65 nm;N/A;95 W;May 23rd, 2006;Intel
Xeon 5060;/cpu-specs/xeon-5060.c381;Dempsey;2  / 4;3.2 GHz;Socket 771;65 nm;N/A;130 W;May 23rd, 2006;Intel
Xeon 5063;/cpu-specs/xeon-5063.c385;Dempsey;2  / 4;3.2 GHz;Socket 771;65 nm;N/A;95 W;May 23rd, 2006;Intel
Xeon 5080;/cpu-specs/xeon-5080.c380;Dempsey;2  / 4;3.73 GHz;Socket 771;65 nm;N/A;130 W;May 23rd, 2006;Intel
Xeon 5110;/cpu-specs/xeon-5110.c386;Woodcrest;2 ;1600 MHz;Socket 771;65 nm;N/A;65 W;Jun 26th, 2006;Intel
Xeon 5120;/cpu-specs/xeon-5120.c387;Woodcrest;2 ;1866 MHz;Socket 771;65 nm;N/A;65 W;Jun 26th, 2006;Intel
Xeon 5130;/cpu-specs/xeon-5130.c388;Woodcrest;2 ;2000 MHz;Socket 771;65 nm;N/A;65 W;Jun 26th, 2006;Intel
Xeon 5140;/cpu-specs/xeon-5140.c389;Woodcrest;2 ;2.333 GHz;Socket 771;65 nm;N/A;65 W;Jun 26th, 2006;Intel
Xeon 5148;/cpu-specs/xeon-5148.c392;Woodcrest;2 ;2.333 GHz;Socket 771;65 nm;N/A;40 W;Jun 26th, 2006;Intel
Xeon 5150;/cpu-specs/xeon-5150.c390;Woodcrest;2 ;2.666 GHz;Socket 771;65 nm;N/A;65 W;Jun 26th, 2006;Intel
Xeon 5160;/cpu-specs/xeon-5160.c391;Woodcrest;2 ;3 GHz;Socket 771;65 nm;N/A;80 W;Jun 26th, 2006;Intel
Xeon 7110M;/cpu-specs/xeon-7110m.c393;Tulsa;2  / 4;2.6 GHz;Socket 604;65 nm;4 MB;95 W;Aug 27th, 2006;Intel
Xeon 7110N;/cpu-specs/xeon-7110n.c394;Tulsa;2  / 4;2.5 GHz;Socket 604;65 nm;4 MB;95 W;Aug 27th, 2006;Intel
Xeon 7120M;/cpu-specs/xeon-7120m.c395;Tulsa;2  / 4;3 GHz;Socket 604;65 nm;4 MB;95 W;Aug 27th, 2006;Intel
Xeon 7120N;/cpu-specs/xeon-7120n.c396;Tulsa;2  / 4;3 GHz;Socket 604;65 nm;4 MB;95 W;Aug 27th, 2006;Intel
Xeon 7130M;/cpu-specs/xeon-7130m.c397;Tulsa;2  / 4;3.2 GHz;Socket 604;65 nm;8 MB;150 W;Aug 27th, 2006;Intel
Xeon 7130N;/cpu-specs/xeon-7130n.c398;Tulsa;2  / 4;3.166 GHz;Socket 604;65 nm;8 MB;150 W;Aug 27th, 2006;Intel
Xeon 7140M;/cpu-specs/xeon-7140m.c399;Tulsa;2  / 4;3.4 GHz;Socket 604;65 nm;16 MB;150 W;Aug 27th, 2006;Intel
Xeon 7140N;/cpu-specs/xeon-7140n.c400;Tulsa;2  / 4;3.333 GHz;Socket 604;65 nm;16 MB;150 W;Aug 27th, 2006;Intel
Xeon 7150N;/cpu-specs/xeon-7150n.c2778;Tulsa;2  / 4;3.5 GHz;Socket 604;65 nm;16 MB;150 W;Aug 27th, 2006;Intel
Xeon E5335;/cpu-specs/xeon-e5335.c3491;Clovertown;4 ;2000 MHz;Socket 771;65 nm;N/A;80 W;Nov 14th, 2006;Intel
Xeon E5345;/cpu-specs/xeon-e5345.c3490;Clovertown;4 ;2.333 GHz;Socket 771;65 nm;N/A;80 W;Nov 14th, 2006;Intel
Xeon X5355;/cpu-specs/xeon-x5355.c3489;Clovertown;4 ;2.667 GHz;Socket 771;65 nm;N/A;120 W;Nov 14th, 2006;Intel
Sempron 2500+;/cpu-specs/sempron-2500.c329;Palermo;1 ;1400 MHz;Socket 754;90 nm;N/A;62 W;Jul 7th, 2005;AMD
Sempron 3000+;/cpu-specs/sempron-3000.c1189;Palermo;1 ;1800 MHz;Socket 939;90 nm;N/A;62 W;Oct 1st, 2005;AMD
Sempron 3000+;/cpu-specs/sempron-3000.c69;Palermo;1 ;1800 MHz;Socket 754;90 nm;N/A;62 W;Apr 1st, 2005;AMD
Sempron 3000+;/cpu-specs/sempron-3000.c80;Paris;1 ;1800 MHz;Socket 754;130 nm;N/A;62 W;Feb 15th, 2005;AMD
Sempron 3100+;/cpu-specs/sempron-3100.c68;Palermo;1 ;1800 MHz;Socket 754;90 nm;N/A;62 W;Apr 1st, 2005;AMD
Sempron 3200+;/cpu-specs/sempron-3200.c1188;Palermo;1 ;1800 MHz;Socket 939;90 nm;N/A;62 W;Oct 1st, 2005;AMD
Sempron 3300+;/cpu-specs/sempron-3300.c67;Palermo;1 ;2000 MHz;Socket 754;90 nm;N/A;62 W;Apr 1st, 2005;AMD
Sempron 3400+;/cpu-specs/sempron-3400.c1186;Palermo;1 ;2000 MHz;Socket 939;90 nm;N/A;62 W;Oct 1st, 2005;AMD
Sempron 3400+;/cpu-specs/sempron-3400.c58;Palermo;1 ;2000 MHz;Socket 754;90 nm;N/A;62 W;Aug 1st, 2005;AMD
Sempron 3500+;/cpu-specs/sempron-3500.c1187;Palermo;1 ;2000 MHz;Socket 939;90 nm;N/A;62 W;Oct 1st, 2005;AMD
Sempron 2800+;/cpu-specs/sempron-2800.c1169;Roma;1 ;1600 MHz;Socket 754;90 nm;N/A;25 W;Jul 15th, 2005;AMD
Sempron 3000+;/cpu-specs/sempron-3000.c1166;Albany;1 ;1800 MHz;Socket 754;90 nm;N/A;62 W;Jul 15th, 2005;AMD
Sempron 3000+;/cpu-specs/sempron-3000.c1168;Roma;1 ;1800 MHz;Socket 754;90 nm;N/A;25 W;Jul 15th, 2005;AMD
Sempron 3100+;/cpu-specs/sempron-3100.c170;Albany;1 ;1800 MHz;Socket 754;90 nm;N/A;62 W;Jul 15th, 2005;AMD
Sempron 3100+;/cpu-specs/sempron-3100.c1171;Roma;1 ;1800 MHz;Socket 754;90 nm;N/A;25 W;Jul 15th, 2005;AMD
Sempron 3100+;/cpu-specs/sempron-3100.c535;Georgetown;1 ;1800 MHz;Socket 754;90 nm;N/A;62 W;May 3rd, 2005;AMD
Sempron 3100+;/cpu-specs/sempron-3100.c1193;Sonora;1 ;1800 MHz;Socket 754;90 nm;N/A;25 W;Jan 1st, 2005;AMD
Sempron 3300+;/cpu-specs/sempron-3300.c534;Georgetown;1 ;2000 MHz;Socket 754;90 nm;N/A;62 W;Aug 19th, 2005;AMD
Sempron 3300+;/cpu-specs/sempron-3300.c169;Albany;1 ;2000 MHz;Socket 754;90 nm;N/A;62 W;Jul 15th, 2005;AMD
Sempron 3300+;/cpu-specs/sempron-3300.c1170;Roma;1 ;2000 MHz;Socket 754;90 nm;N/A;25 W;Jul 15th, 2005;AMD
Athlon 64 1500+;/cpu-specs/athlon-64-1500.c543;Venice;1 ;1000 MHz;Socket 754;90 nm;N/A;9 W;Nov 7th, 2005;AMD
Athlon 64 3000+;/cpu-specs/athlon-64-3000.c63;Newark;1 ;1800 MHz;Socket 754;130 nm;N/A;62 W;Apr 14th, 2005;AMD
Athlon 64 3000+;/cpu-specs/athlon-64-3000.c47;Venice;1 ;1800 MHz;Socket 939;90 nm;N/A;67 W;Apr 4th, 2005;AMD
Athlon 64 3200+;/cpu-specs/athlon-64-3200.c44;Venice;1 ;2000 MHz;Socket 939;90 nm;N/A;67 W;Apr 4th, 2005;AMD
Athlon 64 3200+;/cpu-specs/athlon-64-3200.c61;Newark;1 ;2000 MHz;Socket 754;130 nm;N/A;83 W;Apr 14th, 2005;AMD
Athlon 64 3200+;/cpu-specs/athlon-64-3200.c62;Newark;1 ;2000 MHz;Socket 754;130 nm;N/A;62 W;Apr 14th, 2005;AMD
Athlon 64 3200+;/cpu-specs/athlon-64-3200.c549;Manchester;1 ;2000 MHz;Socket 939;90 nm;N/A;67 W;May 31st, 2005;AMD
Athlon 64 3400+;/cpu-specs/athlon-64-3400.c60;Newark;1 ;2.2 GHz;Socket 754;130 nm;N/A;83 W;Apr 14th, 2005;AMD
Athlon 64 3400+;/cpu-specs/athlon-64-3400.c547;Venice;1 ;2.2 GHz;Socket 939;90 nm;N/A;67 W;Apr 4th, 2005;AMD
Athlon 64 3500+;/cpu-specs/athlon-64-3500.c548;San Diego;1 ;2.2 GHz;Socket 939;90 nm;N/A;67 W;May 4th, 2005;AMD
Athlon 64 3500+;/cpu-specs/athlon-64-3500.c550;Manchester;1 ;2.2 GHz;Socket 939;90 nm;N/A;67 W;May 31st, 2005;AMD
Athlon 64 3500+;/cpu-specs/athlon-64-3500.c40;Venice;1 ;2.2 GHz;Socket 939;90 nm;N/A;67 W;Apr 4th, 2005;AMD
Athlon 64 3700+;/cpu-specs/athlon-64-3700.c39;San Diego;1 ;2.2 GHz;Socket 939;90 nm;N/A;89 W;May 4th, 2005;AMD
Athlon 64 3700+;/cpu-specs/athlon-64-3700.c551;Toledo;1 ;2.2 GHz;Socket 939;90 nm;N/A;89 W;May 11th, 2005;AMD
Athlon 64 3700+;/cpu-specs/athlon-64-3700.c59;Newark;1 ;2.4 GHz;Socket 754;130 nm;N/A;83 W;Apr 14th, 2005;AMD
